,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
38,poly,1.0,10.0,2,150,"[47, 14, 12, 23]"
39,poly,1.0,10.0,3,50,"[51, 10, 12, 23]"
40,poly,1.0,10.0,3,100,"[51, 10, 12, 23]"
41,poly,1.0,10.0,3,150,"[51, 10, 12, 23]"
42,linear,10.0,,,50,"[51, 10, 11, 24]"
43,linear,10.0,,,100,"[51, 10, 11, 24]"
44,linear,10.0,,,150,"[51, 10, 11, 24]"
45,rbf,10.0,1,,50,"[52, 9, 12, 23]"
46,rbf,10.0,1,,100,"[52, 9, 12, 23]"
47,rbf,10.0,1,,150,"[52, 9, 12, 23]"
48,poly,10.0,1,2,50,"[49, 12, 12, 23]"
49,poly,10.0,1,2,100,"[49, 12, 12, 23]"
50,poly,10.0,1,2,150,"[47, 14, 12, 23]"
51,poly,10.0,1,3,50,"[51, 10, 12, 23]"
52,poly,10.0,1,3,100,"[51, 10, 12, 23]"
53,poly,10.0,1,3,150,"[51, 10, 12, 23]"
54,rbf,10.0,10.0,,50,"[53, 8, 12, 23]"
55,rbf,10.0,10.0,,100,"[52, 9, 12, 23]"
56,rbf,10.0,10.0,,150,"[52, 9, 12, 23]"
57,poly,10.0,10.0,2,50,"[46, 15, 12, 23]"
58,poly,10.0,10.0,2,100,"[46, 15, 12, 23]"
59,poly,10.0,10.0,2,150,"[46, 15, 12, 23]"
60,poly,10.0,10.0,3,50,"[51, 10, 12, 23]"
61,poly,10.0,10.0,3,100,"[51, 10, 12, 23]"
62,poly,10.0,10.0,3,150,"[51, 10, 12, 23]"
63,linear,100.0,,,50,"[51, 10, 11, 24]"
64,linear,100.0,,,100,"[51, 10, 11, 24]"
65,linear,100.0,,,150,"[51, 10, 11, 24]"
66,rbf,100.0,1,,50,"[52, 9, 12, 23]"
67,rbf,100.0,1,,100,"[52, 9, 12, 23]"
68,rbf,100.0,1,,150,"[52, 9, 12, 23]"
69,poly,100.0,1,2,50,"[47, 14, 12, 23]"
70,poly,100.0,1,2,100,"[47, 14, 12, 23]"
71,poly,100.0,1,2,150,"[47, 14, 12, 23]"
72,poly,100.0,1,3,50,"[51, 10, 12, 23]"
73,poly,100.0,1,3,100,"[51, 10, 12, 23]"
74,poly,100.0,1,3,150,"[51, 10, 12, 23]"
75,rbf,100.0,10.0,,50,"[53, 8, 12, 23]"
76,rbf,100.0,10.0,,100,"[52, 9, 12, 23]"
77,rbf,100.0,10.0,,150,"[52, 9, 12, 23]"
78,poly,100.0,10.0,2,50,"[46, 15, 12, 23]"
79,poly,100.0,10.0,2,100,"[48, 13, 12, 23]"
80,poly,100.0,10.0,2,150,"[48, 13, 12, 23]"
81,poly,100.0,10.0,3,50,"[51, 10, 12, 23]"
82,poly,100.0,10.0,3,100,"[51, 10, 12, 23]"
83,poly,100.0,10.0,3,150,"[51, 10, 12, 23]"
84,linear,1000.0,,,50,"[51, 10, 11, 24]"
85,linear,1000.0,,,100,"[51, 10, 11, 24]"
86,linear,1000.0,,,150,"[51, 10, 11, 24]"
87,rbf,1000.0,1,,50,"[52, 9, 12, 23]"
88,rbf,1000.0,1,,100,"[52, 9, 12, 23]"
89,rbf,1000.0,1,,150,"[52, 9, 12, 23]"
90,poly,1000.0,1,2,50,"[46, 15, 10, 25]"
91,poly,1000.0,1,2,100,"[46, 15, 12, 23]"
92,poly,1000.0,1,2,150,"[48, 13, 12, 23]"
93,poly,1000.0,1,3,50,"[51, 10, 12, 23]"
94,poly,1000.0,1,3,100,"[51, 10, 12, 23]"
95,poly,1000.0,1,3,150,"[51, 10, 12, 23]"
96,rbf,1000.0,10.0,,50,"[53, 8, 12, 23]"
97,rbf,1000.0,10.0,,100,"[52, 9, 12, 23]"
98,rbf,1000.0,10.0,,150,"[52, 9, 12, 23]"
99,poly,1000.0,10.0,2,50,"[46, 15, 11, 24]"
100,poly,1000.0,10.0,2,100,"[46, 15, 12, 23]"
101,poly,1000.0,10.0,2,150,"[46, 15, 12, 23]"
102,poly,1000.0,10.0,3,50,"[51, 10, 12, 23]"
103,poly,1000.0,10.0,3,100,"[51, 10, 12, 23]"
104,poly,1000.0,10.0,3,150,"[51, 10, 12, 23]"
