,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
62,poly,10.0,10.0,3,150,"[39, 22, 7, 27]"
63,linear,100.0,,,50,"[41, 20, 5, 29]"
64,linear,100.0,,,100,"[41, 20, 5, 29]"
65,linear,100.0,,,150,"[41, 20, 5, 29]"
66,rbf,100.0,1,,50,"[39, 22, 5, 29]"
67,rbf,100.0,1,,100,"[39, 22, 7, 27]"
68,rbf,100.0,1,,150,"[39, 22, 7, 27]"
69,poly,100.0,1,2,50,"[38, 23, 6, 28]"
70,poly,100.0,1,2,100,"[38, 23, 4, 30]"
71,poly,100.0,1,2,150,"[38, 23, 6, 28]"
72,poly,100.0,1,3,50,"[39, 22, 7, 27]"
73,poly,100.0,1,3,100,"[39, 22, 7, 27]"
74,poly,100.0,1,3,150,"[39, 22, 7, 27]"
75,rbf,100.0,10.0,,50,"[40, 21, 9, 25]"
76,rbf,100.0,10.0,,100,"[39, 22, 9, 25]"
77,rbf,100.0,10.0,,150,"[39, 22, 9, 25]"
78,poly,100.0,10.0,2,50,"[38, 23, 4, 30]"
79,poly,100.0,10.0,2,100,"[38, 23, 4, 30]"
80,poly,100.0,10.0,2,150,"[38, 23, 4, 30]"
81,poly,100.0,10.0,3,50,"[39, 22, 7, 27]"
82,poly,100.0,10.0,3,100,"[39, 22, 7, 27]"
83,poly,100.0,10.0,3,150,"[39, 22, 7, 27]"
84,linear,1000.0,,,50,"[40, 21, 4, 30]"
85,linear,1000.0,,,100,"[40, 21, 4, 30]"
86,linear,1000.0,,,150,"[40, 21, 4, 30]"
87,rbf,1000.0,1,,50,"[39, 22, 5, 29]"
88,rbf,1000.0,1,,100,"[39, 22, 7, 27]"
89,rbf,1000.0,1,,150,"[39, 22, 7, 27]"
90,poly,1000.0,1,2,50,"[38, 23, 5, 29]"
91,poly,1000.0,1,2,100,"[38, 23, 4, 30]"
92,poly,1000.0,1,2,150,"[38, 23, 5, 29]"
93,poly,1000.0,1,3,50,"[39, 22, 7, 27]"
94,poly,1000.0,1,3,100,"[39, 22, 7, 27]"
95,poly,1000.0,1,3,150,"[39, 22, 7, 27]"
96,rbf,1000.0,10.0,,50,"[40, 21, 9, 25]"
97,rbf,1000.0,10.0,,100,"[39, 22, 9, 25]"
98,rbf,1000.0,10.0,,150,"[39, 22, 9, 25]"
99,poly,1000.0,10.0,2,50,"[38, 23, 5, 29]"
100,poly,1000.0,10.0,2,100,"[38, 23, 4, 30]"
101,poly,1000.0,10.0,2,150,"[38, 23, 5, 29]"
102,poly,1000.0,10.0,3,50,"[39, 22, 7, 27]"
103,poly,1000.0,10.0,3,100,"[39, 22, 7, 27]"
104,poly,1000.0,10.0,3,150,"[39, 22, 7, 27]"
