,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
80,poly,100.0,10.0,2,150,"[50, 11, 5, 29]"
81,poly,100.0,10.0,3,50,"[49, 12, 8, 26]"
82,poly,100.0,10.0,3,100,"[50, 11, 8, 26]"
83,poly,100.0,10.0,3,150,"[49, 12, 8, 26]"
84,linear,1000.0,,,50,"[49, 12, 6, 28]"
85,linear,1000.0,,,100,"[49, 12, 6, 28]"
86,linear,1000.0,,,150,"[49, 12, 6, 28]"
87,rbf,1000.0,1,,50,"[51, 10, 8, 26]"
88,rbf,1000.0,1,,100,"[51, 10, 8, 26]"
89,rbf,1000.0,1,,150,"[51, 10, 8, 26]"
90,poly,1000.0,1,2,50,"[50, 11, 4, 30]"
91,poly,1000.0,1,2,100,"[50, 11, 4, 30]"
92,poly,1000.0,1,2,150,"[50, 11, 4, 30]"
93,poly,1000.0,1,3,50,"[49, 12, 8, 26]"
94,poly,1000.0,1,3,100,"[50, 11, 8, 26]"
95,poly,1000.0,1,3,150,"[49, 12, 8, 26]"
96,rbf,1000.0,10.0,,50,"[51, 10, 8, 26]"
97,rbf,1000.0,10.0,,100,"[51, 10, 8, 26]"
98,rbf,1000.0,10.0,,150,"[51, 10, 8, 26]"
99,poly,1000.0,10.0,2,50,"[50, 11, 5, 29]"
100,poly,1000.0,10.0,2,100,"[50, 11, 5, 29]"
101,poly,1000.0,10.0,2,150,"[50, 11, 5, 29]"
102,poly,1000.0,10.0,3,50,"[49, 12, 8, 26]"
103,poly,1000.0,10.0,3,100,"[50, 11, 8, 26]"
104,poly,1000.0,10.0,3,150,"[49, 12, 8, 26]"
