,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
31,poly,1.0,1.0,3.0,100,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[42, 19, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 16, 18]","[47, 14, 5, 29]"
32,poly,1.0,1.0,3.0,150,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 16, 18]","[47, 14, 5, 29]"
33,rbf,1.0,10.0,,50,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 10, 24]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
34,rbf,1.0,10.0,,100,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
35,rbf,1.0,10.0,,150,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 12, 22]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
36,poly,1.0,10.0,2.0,50,"[45, 17, 7, 27]","[51, 10, 11, 24]","[43, 18, 10, 25]","[44, 17, 11, 24]","[44, 17, 9, 25]","[44, 17, 7, 27]","[46, 15, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[48, 13, 5, 29]"
37,poly,1.0,10.0,2.0,100,"[45, 17, 7, 27]","[51, 10, 11, 24]","[41, 20, 10, 25]","[44, 17, 11, 24]","[44, 17, 9, 25]","[44, 17, 7, 27]","[46, 15, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[48, 13, 5, 29]"
38,poly,1.0,10.0,2.0,150,"[45, 17, 7, 27]","[51, 10, 11, 24]","[42, 19, 10, 25]","[44, 17, 11, 24]","[44, 17, 9, 25]","[44, 17, 7, 27]","[47, 14, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[47, 14, 5, 29]"
39,poly,1.0,10.0,3.0,50,"[44, 18, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
40,poly,1.0,10.0,3.0,100,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
41,poly,1.0,10.0,3.0,150,"[47, 15, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
42,linear,10.0,,,50,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 11, 24]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[46, 15, 14, 20]","[48, 13, 6, 28]"
43,linear,10.0,,,100,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[44, 17, 14, 20]","[48, 13, 6, 28]"
44,linear,10.0,,,150,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[44, 17, 14, 20]","[48, 13, 6, 28]"
45,rbf,10.0,1.0,,50,"[47, 15, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[45, 16, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
46,rbf,10.0,1.0,,100,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
47,rbf,10.0,1.0,,150,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
48,poly,10.0,1.0,2.0,50,"[48, 14, 7, 27]","[52, 9, 11, 24]","[43, 18, 10, 25]","[46, 15, 11, 24]","[44, 17, 10, 24]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 7, 27]","[46, 15, 14, 20]","[48, 13, 5, 29]"
49,poly,10.0,1.0,2.0,100,"[48, 14, 7, 27]","[51, 10, 10, 25]","[43, 18, 10, 25]","[45, 16, 11, 24]","[44, 17, 10, 24]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 7, 27]","[46, 15, 16, 18]","[48, 13, 5, 29]"
50,poly,10.0,1.0,2.0,150,"[48, 14, 7, 27]","[51, 10, 10, 25]","[43, 18, 10, 25]","[45, 16, 11, 24]","[44, 17, 10, 24]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 7, 27]","[46, 15, 17, 17]","[48, 13, 5, 29]"
51,poly,10.0,1.0,3.0,50,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
52,poly,10.0,1.0,3.0,100,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[42, 19, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
53,poly,10.0,1.0,3.0,150,"[47, 15, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
54,rbf,10.0,10.0,,50,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 10, 24]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
55,rbf,10.0,10.0,,100,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
56,rbf,10.0,10.0,,150,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 12, 22]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
57,poly,10.0,10.0,2.0,50,"[45, 17, 7, 27]","[49, 12, 8, 27]","[38, 23, 10, 25]","[45, 16, 11, 24]","[45, 16, 7, 27]","[44, 17, 7, 27]","[42, 19, 13, 21]","[50, 11, 4, 30]","[45, 16, 13, 21]","[47, 14, 5, 29]"
58,poly,10.0,10.0,2.0,100,"[44, 18, 6, 28]","[50, 11, 9, 26]","[39, 22, 10, 25]","[45, 16, 11, 24]","[45, 16, 7, 27]","[44, 17, 7, 27]","[41, 20, 13, 21]","[50, 11, 4, 30]","[45, 16, 13, 21]","[47, 14, 5, 29]"
59,poly,10.0,10.0,2.0,150,"[45, 17, 6, 28]","[50, 11, 9, 26]","[38, 23, 9, 26]","[45, 16, 11, 24]","[45, 16, 7, 27]","[44, 17, 7, 27]","[42, 19, 12, 22]","[50, 11, 4, 30]","[45, 16, 14, 20]","[47, 14, 4, 30]"
60,poly,10.0,10.0,3.0,50,"[44, 18, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
61,poly,10.0,10.0,3.0,100,"[46, 16, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
62,poly,10.0,10.0,3.0,150,"[47, 15, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
63,linear,100.0,,,50,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 11, 24]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[44, 17, 14, 20]","[48, 13, 6, 28]"
64,linear,100.0,,,100,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[44, 17, 14, 20]","[48, 13, 6, 28]"
65,linear,100.0,,,150,"[50, 12, 7, 27]","[50, 11, 10, 25]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[45, 16, 6, 28]","[48, 13, 10, 24]","[49, 12, 8, 26]","[44, 17, 14, 20]","[48, 13, 6, 28]"
66,rbf,100.0,1.0,,50,"[47, 15, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[45, 16, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
67,rbf,100.0,1.0,,100,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
68,rbf,100.0,1.0,,150,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
69,poly,100.0,1.0,2.0,50,"[48, 14, 9, 25]","[51, 10, 11, 24]","[42, 19, 10, 25]","[44, 17, 11, 24]","[44, 17, 9, 25]","[44, 17, 9, 25]","[46, 15, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[48, 13, 5, 29]"
70,poly,100.0,1.0,2.0,100,"[48, 14, 7, 27]","[51, 10, 11, 24]","[40, 21, 10, 25]","[44, 17, 11, 24]","[43, 18, 8, 26]","[44, 17, 9, 25]","[45, 16, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[48, 13, 5, 29]"
71,poly,100.0,1.0,2.0,150,"[48, 14, 7, 27]","[51, 10, 11, 24]","[40, 21, 10, 25]","[44, 17, 11, 24]","[43, 18, 8, 26]","[44, 17, 7, 27]","[47, 14, 13, 21]","[50, 11, 6, 28]","[45, 16, 16, 18]","[47, 14, 5, 29]"
72,poly,100.0,1.0,3.0,50,"[44, 18, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
73,poly,100.0,1.0,3.0,100,"[46, 16, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
74,poly,100.0,1.0,3.0,150,"[47, 15, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
75,rbf,100.0,10.0,,50,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 10, 24]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
76,rbf,100.0,10.0,,100,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 13, 21]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
77,rbf,100.0,10.0,,150,"[50, 12, 9, 25]","[51, 10, 12, 23]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 8, 26]","[46, 15, 12, 22]","[51, 10, 8, 26]","[46, 15, 17, 17]","[47, 14, 6, 28]"
78,poly,100.0,10.0,2.0,50,"[45, 17, 6, 28]","[50, 11, 8, 27]","[38, 23, 9, 26]","[42, 19, 11, 24]","[45, 16, 7, 27]","[43, 18, 6, 28]","[41, 20, 12, 22]","[50, 11, 6, 28]","[45, 16, 13, 21]","[47, 14, 5, 29]"
79,poly,100.0,10.0,2.0,100,"[44, 18, 6, 28]","[50, 11, 9, 26]","[38, 23, 9, 26]","[44, 17, 11, 24]","[45, 16, 7, 27]","[44, 17, 9, 25]","[41, 20, 12, 22]","[50, 11, 5, 29]","[45, 16, 14, 20]","[47, 14, 5, 29]"
80,poly,100.0,10.0,2.0,150,"[45, 17, 6, 28]","[50, 11, 9, 26]","[39, 22, 9, 26]","[44, 17, 11, 24]","[45, 16, 7, 27]","[43, 18, 7, 27]","[41, 20, 11, 23]","[50, 11, 5, 29]","[45, 16, 16, 18]","[47, 14, 4, 30]"
81,poly,100.0,10.0,3.0,50,"[44, 18, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[45, 16, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
82,poly,100.0,10.0,3.0,100,"[46, 16, 7, 27]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 13, 21]","[50, 11, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
83,poly,100.0,10.0,3.0,150,"[47, 15, 9, 25]","[51, 10, 11, 24]","[39, 22, 10, 25]","[44, 17, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[43, 18, 12, 22]","[49, 12, 8, 26]","[45, 16, 17, 17]","[47, 14, 6, 28]"
84,linear,1000.0,,,50,"[47, 15, 7, 27]","[50, 11, 14, 21]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[44, 17, 11, 23]","[46, 15, 9, 25]","[49, 12, 6, 28]","[44, 17, 12, 22]","[48, 13, 5, 29]"
85,linear,1000.0,,,100,"[51, 11, 7, 27]","[50, 11, 15, 20]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[44, 17, 7, 27]","[47, 14, 10, 24]","[49, 12, 6, 28]","[46, 15, 14, 20]","[48, 13, 5, 29]"
86,linear,1000.0,,,150,"[48, 14, 7, 27]","[50, 11, 14, 21]","[41, 20, 9, 26]","[44, 17, 12, 23]","[46, 15, 10, 24]","[44, 17, 6, 28]","[47, 14, 10, 24]","[49, 12, 6, 28]","[46, 15, 16, 18]","[48, 13, 6, 28]"
87,rbf,1000.0,1.0,,50,"[47, 15, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[44, 17, 9, 25]","[45, 16, 7, 27]","[45, 16, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
88,rbf,1000.0,1.0,,100,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[43, 18, 9, 25]","[45, 16, 7, 27]","[46, 15, 13, 21]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
89,rbf,1000.0,1.0,,150,"[50, 12, 9, 25]","[51, 10, 11, 24]","[41, 20, 10, 25]","[46, 15, 11, 24]","[45, 16, 9, 25]","[45, 16, 7, 27]","[46, 15, 12, 22]","[51, 10, 8, 26]","[45, 16, 17, 17]","[47, 14, 5, 29]"
90,poly,1000.0,1.0,2.0,50,"[45, 17, 5, 29]","[48, 13, 8, 27]","[40, 21, 10, 25]","[45, 16, 11, 24]","[45, 16, 8, 26]","[44, 17, 9, 25]","[43, 18, 12, 22]","[50, 11, 4, 30]","[45, 16, 13, 21]","[47, 14, 5, 29]"
91,poly,1000.0,1.0,2.0,100,"[45, 17, 6, 28]","[50, 11, 9, 26]","[39, 22, 9, 26]","[45, 16, 11, 24]","[44, 17, 8, 26]","[44, 17, 9, 25]","[40, 21, 11, 23]","[50, 11, 4, 30]","[45, 16, 14, 20]","[47, 14, 5, 29]"
