,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
60,poly,10.0,10.0,3,50,"[41, 20, 7, 27]"
61,poly,10.0,10.0,3,100,"[41, 20, 7, 27]"
62,poly,10.0,10.0,3,150,"[41, 20, 7, 27]"
63,linear,100.0,,,50,"[43, 18, 8, 26]"
64,linear,100.0,,,100,"[43, 18, 8, 26]"
65,linear,100.0,,,150,"[44, 17, 8, 26]"
66,rbf,100.0,1,,50,"[45, 16, 7, 27]"
67,rbf,100.0,1,,100,"[45, 16, 7, 27]"
68,rbf,100.0,1,,150,"[45, 16, 7, 27]"
69,poly,100.0,1,2,50,"[43, 18, 7, 27]"
70,poly,100.0,1,2,100,"[43, 18, 7, 27]"
71,poly,100.0,1,2,150,"[43, 18, 7, 27]"
72,poly,100.0,1,3,50,"[41, 20, 7, 27]"
73,poly,100.0,1,3,100,"[41, 20, 7, 27]"
74,poly,100.0,1,3,150,"[41, 20, 7, 27]"
75,rbf,100.0,10.0,,50,"[45, 16, 7, 27]"
76,rbf,100.0,10.0,,100,"[45, 16, 7, 27]"
77,rbf,100.0,10.0,,150,"[45, 16, 7, 27]"
78,poly,100.0,10.0,2,50,"[39, 22, 7, 27]"
79,poly,100.0,10.0,2,100,"[43, 18, 7, 27]"
80,poly,100.0,10.0,2,150,"[43, 18, 7, 27]"
81,poly,100.0,10.0,3,50,"[41, 20, 7, 27]"
82,poly,100.0,10.0,3,100,"[41, 20, 7, 27]"
83,poly,100.0,10.0,3,150,"[41, 20, 7, 27]"
84,linear,1000.0,,,50,"[46, 15, 9, 25]"
85,linear,1000.0,,,100,"[46, 15, 9, 25]"
86,linear,1000.0,,,150,"[44, 17, 8, 26]"
87,rbf,1000.0,1,,50,"[45, 16, 7, 27]"
88,rbf,1000.0,1,,100,"[45, 16, 7, 27]"
89,rbf,1000.0,1,,150,"[45, 16, 7, 27]"
90,poly,1000.0,1,2,50,"[42, 19, 7, 27]"
91,poly,1000.0,1,2,100,"[43, 18, 7, 27]"
92,poly,1000.0,1,2,150,"[43, 18, 7, 27]"
93,poly,1000.0,1,3,50,"[41, 20, 7, 27]"
94,poly,1000.0,1,3,100,"[40, 21, 7, 27]"
95,poly,1000.0,1,3,150,"[41, 20, 7, 27]"
96,rbf,1000.0,10.0,,50,"[45, 16, 7, 27]"
97,rbf,1000.0,10.0,,100,"[45, 16, 7, 27]"
98,rbf,1000.0,10.0,,150,"[45, 16, 7, 27]"
99,poly,1000.0,10.0,2,50,"[43, 18, 7, 27]"
100,poly,1000.0,10.0,2,100,"[43, 18, 7, 27]"
101,poly,1000.0,10.0,2,150,"[44, 17, 7, 27]"
102,poly,1000.0,10.0,3,50,"[41, 20, 7, 27]"
103,poly,1000.0,10.0,3,100,"[40, 21, 7, 27]"
104,poly,1000.0,10.0,3,150,"[40, 21, 7, 27]"
