,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
65,linear,100.0,,,150,"[44, 17, 14, 20]"
66,rbf,100.0,1,,50,"[45, 16, 17, 17]"
67,rbf,100.0,1,,100,"[45, 16, 17, 17]"
68,rbf,100.0,1,,150,"[45, 16, 17, 17]"
69,poly,100.0,1,2,50,"[45, 16, 16, 18]"
70,poly,100.0,1,2,100,"[45, 16, 16, 18]"
71,poly,100.0,1,2,150,"[45, 16, 16, 18]"
72,poly,100.0,1,3,50,"[45, 16, 17, 17]"
73,poly,100.0,1,3,100,"[45, 16, 17, 17]"
74,poly,100.0,1,3,150,"[45, 16, 17, 17]"
75,rbf,100.0,10.0,,50,"[46, 15, 17, 17]"
76,rbf,100.0,10.0,,100,"[46, 15, 17, 17]"
77,rbf,100.0,10.0,,150,"[46, 15, 17, 17]"
78,poly,100.0,10.0,2,50,"[45, 16, 13, 21]"
79,poly,100.0,10.0,2,100,"[45, 16, 14, 20]"
80,poly,100.0,10.0,2,150,"[45, 16, 16, 18]"
81,poly,100.0,10.0,3,50,"[45, 16, 17, 17]"
82,poly,100.0,10.0,3,100,"[45, 16, 17, 17]"
83,poly,100.0,10.0,3,150,"[45, 16, 17, 17]"
84,linear,1000.0,,,50,"[44, 17, 12, 22]"
85,linear,1000.0,,,100,"[46, 15, 14, 20]"
86,linear,1000.0,,,150,"[46, 15, 16, 18]"
87,rbf,1000.0,1,,50,"[45, 16, 17, 17]"
88,rbf,1000.0,1,,100,"[45, 16, 17, 17]"
89,rbf,1000.0,1,,150,"[45, 16, 17, 17]"
90,poly,1000.0,1,2,50,"[45, 16, 13, 21]"
91,poly,1000.0,1,2,100,"[45, 16, 14, 20]"
92,poly,1000.0,1,2,150,"[45, 16, 16, 18]"
93,poly,1000.0,1,3,50,"[45, 16, 17, 17]"
94,poly,1000.0,1,3,100,"[45, 16, 17, 17]"
95,poly,1000.0,1,3,150,"[45, 16, 17, 17]"
96,rbf,1000.0,10.0,,50,"[46, 15, 17, 17]"
97,rbf,1000.0,10.0,,100,"[46, 15, 17, 17]"
98,rbf,1000.0,10.0,,150,"[46, 15, 17, 17]"
99,poly,1000.0,10.0,2,50,"[45, 16, 13, 21]"
100,poly,1000.0,10.0,2,100,"[45, 16, 13, 21]"
101,poly,1000.0,10.0,2,150,"[45, 16, 14, 20]"
102,poly,1000.0,10.0,3,50,"[45, 16, 17, 17]"
103,poly,1000.0,10.0,3,100,"[45, 16, 17, 17]"
104,poly,1000.0,10.0,3,150,"[45, 16, 17, 17]"
