,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
65,linear,100.0,,,150,"[50, 12, 7, 27]"
66,rbf,100.0,1,,50,"[47, 15, 9, 25]"
67,rbf,100.0,1,,100,"[50, 12, 9, 25]"
68,rbf,100.0,1,,150,"[50, 12, 9, 25]"
69,poly,100.0,1,2,50,"[48, 14, 9, 25]"
70,poly,100.0,1,2,100,"[48, 14, 7, 27]"
71,poly,100.0,1,2,150,"[48, 14, 7, 27]"
72,poly,100.0,1,3,50,"[44, 18, 9, 25]"
73,poly,100.0,1,3,100,"[46, 16, 7, 27]"
74,poly,100.0,1,3,150,"[47, 15, 9, 25]"
75,rbf,100.0,10.0,,50,"[50, 12, 9, 25]"
76,rbf,100.0,10.0,,100,"[50, 12, 9, 25]"
77,rbf,100.0,10.0,,150,"[50, 12, 9, 25]"
78,poly,100.0,10.0,2,50,"[45, 17, 6, 28]"
79,poly,100.0,10.0,2,100,"[44, 18, 6, 28]"
80,poly,100.0,10.0,2,150,"[45, 17, 6, 28]"
81,poly,100.0,10.0,3,50,"[44, 18, 9, 25]"
82,poly,100.0,10.0,3,100,"[46, 16, 7, 27]"
83,poly,100.0,10.0,3,150,"[47, 15, 9, 25]"
84,linear,1000.0,,,50,"[47, 15, 7, 27]"
85,linear,1000.0,,,100,"[51, 11, 7, 27]"
86,linear,1000.0,,,150,"[48, 14, 7, 27]"
87,rbf,1000.0,1,,50,"[47, 15, 9, 25]"
88,rbf,1000.0,1,,100,"[50, 12, 9, 25]"
89,rbf,1000.0,1,,150,"[50, 12, 9, 25]"
90,poly,1000.0,1,2,50,"[45, 17, 5, 29]"
91,poly,1000.0,1,2,100,"[45, 17, 6, 28]"
92,poly,1000.0,1,2,150,"[45, 17, 6, 28]"
93,poly,1000.0,1,3,50,"[44, 18, 9, 25]"
94,poly,1000.0,1,3,100,"[46, 16, 7, 27]"
95,poly,1000.0,1,3,150,"[47, 15, 9, 25]"
96,rbf,1000.0,10.0,,50,"[50, 12, 9, 25]"
97,rbf,1000.0,10.0,,100,"[50, 12, 9, 25]"
98,rbf,1000.0,10.0,,150,"[50, 12, 9, 25]"
99,poly,1000.0,10.0,2,50,"[45, 17, 6, 28]"
100,poly,1000.0,10.0,2,100,"[45, 17, 6, 28]"
101,poly,1000.0,10.0,2,150,"[45, 17, 6, 28]"
102,poly,1000.0,10.0,3,50,"[44, 18, 7, 27]"
103,poly,1000.0,10.0,3,100,"[46, 16, 7, 27]"
104,poly,1000.0,10.0,3,150,"[45, 17, 9, 25]"
