,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
93,poly,1000.0,1,3,50,"[42, 19, 8, 27]"
94,poly,1000.0,1,3,100,"[41, 20, 8, 27]"
95,poly,1000.0,1,3,150,"[42, 19, 8, 27]"
96,rbf,1000.0,10.0,,50,"[42, 19, 8, 27]"
97,rbf,1000.0,10.0,,100,"[42, 19, 8, 27]"
98,rbf,1000.0,10.0,,150,"[42, 19, 8, 27]"
99,poly,1000.0,10.0,2,50,"[41, 20, 8, 27]"
100,poly,1000.0,10.0,2,100,"[41, 20, 8, 27]"
101,poly,1000.0,10.0,2,150,"[41, 20, 8, 27]"
102,poly,1000.0,10.0,3,50,"[42, 19, 8, 27]"
103,poly,1000.0,10.0,3,100,"[41, 20, 8, 27]"
104,poly,1000.0,10.0,3,150,"[42, 19, 8, 27]"
