,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
34,rbf,1.0,10.0,,100,"[46, 15, 11, 24]"
35,rbf,1.0,10.0,,150,"[46, 15, 11, 24]"
36,poly,1.0,10.0,2,50,"[44, 17, 11, 24]"
37,poly,1.0,10.0,2,100,"[44, 17, 11, 24]"
38,poly,1.0,10.0,2,150,"[44, 17, 11, 24]"
39,poly,1.0,10.0,3,50,"[45, 16, 11, 24]"
40,poly,1.0,10.0,3,100,"[44, 17, 11, 24]"
41,poly,1.0,10.0,3,150,"[44, 17, 11, 24]"
42,linear,10.0,,,50,"[44, 17, 12, 23]"
43,linear,10.0,,,100,"[44, 17, 12, 23]"
44,linear,10.0,,,150,"[44, 17, 12, 23]"
45,rbf,10.0,1,,50,"[46, 15, 11, 24]"
46,rbf,10.0,1,,100,"[46, 15, 11, 24]"
47,rbf,10.0,1,,150,"[46, 15, 11, 24]"
48,poly,10.0,1,2,50,"[46, 15, 11, 24]"
49,poly,10.0,1,2,100,"[45, 16, 11, 24]"
50,poly,10.0,1,2,150,"[45, 16, 11, 24]"
51,poly,10.0,1,3,50,"[45, 16, 11, 24]"
52,poly,10.0,1,3,100,"[44, 17, 11, 24]"
53,poly,10.0,1,3,150,"[44, 17, 11, 24]"
54,rbf,10.0,10.0,,50,"[46, 15, 11, 24]"
55,rbf,10.0,10.0,,100,"[46, 15, 11, 24]"
56,rbf,10.0,10.0,,150,"[46, 15, 11, 24]"
57,poly,10.0,10.0,2,50,"[45, 16, 11, 24]"
58,poly,10.0,10.0,2,100,"[45, 16, 11, 24]"
59,poly,10.0,10.0,2,150,"[45, 16, 11, 24]"
60,poly,10.0,10.0,3,50,"[45, 16, 11, 24]"
61,poly,10.0,10.0,3,100,"[44, 17, 11, 24]"
62,poly,10.0,10.0,3,150,"[44, 17, 11, 24]"
63,linear,100.0,,,50,"[44, 17, 12, 23]"
64,linear,100.0,,,100,"[44, 17, 12, 23]"
65,linear,100.0,,,150,"[44, 17, 12, 23]"
66,rbf,100.0,1,,50,"[46, 15, 11, 24]"
67,rbf,100.0,1,,100,"[46, 15, 11, 24]"
68,rbf,100.0,1,,150,"[46, 15, 11, 24]"
69,poly,100.0,1,2,50,"[44, 17, 11, 24]"
70,poly,100.0,1,2,100,"[44, 17, 11, 24]"
71,poly,100.0,1,2,150,"[44, 17, 11, 24]"
72,poly,100.0,1,3,50,"[45, 16, 11, 24]"
73,poly,100.0,1,3,100,"[44, 17, 11, 24]"
74,poly,100.0,1,3,150,"[44, 17, 11, 24]"
75,rbf,100.0,10.0,,50,"[46, 15, 11, 24]"
76,rbf,100.0,10.0,,100,"[46, 15, 11, 24]"
77,rbf,100.0,10.0,,150,"[46, 15, 11, 24]"
78,poly,100.0,10.0,2,50,"[42, 19, 11, 24]"
79,poly,100.0,10.0,2,100,"[44, 17, 11, 24]"
80,poly,100.0,10.0,2,150,"[44, 17, 11, 24]"
81,poly,100.0,10.0,3,50,"[45, 16, 11, 24]"
82,poly,100.0,10.0,3,100,"[44, 17, 11, 24]"
83,poly,100.0,10.0,3,150,"[44, 17, 11, 24]"
84,linear,1000.0,,,50,"[44, 17, 12, 23]"
85,linear,1000.0,,,100,"[44, 17, 12, 23]"
86,linear,1000.0,,,150,"[44, 17, 12, 23]"
87,rbf,1000.0,1,,50,"[46, 15, 11, 24]"
88,rbf,1000.0,1,,100,"[46, 15, 11, 24]"
89,rbf,1000.0,1,,150,"[46, 15, 11, 24]"
90,poly,1000.0,1,2,50,"[45, 16, 11, 24]"
91,poly,1000.0,1,2,100,"[45, 16, 11, 24]"
92,poly,1000.0,1,2,150,"[45, 16, 11, 24]"
93,poly,1000.0,1,3,50,"[45, 16, 11, 24]"
94,poly,1000.0,1,3,100,"[44, 17, 11, 24]"
95,poly,1000.0,1,3,150,"[44, 17, 11, 24]"
96,rbf,1000.0,10.0,,50,"[46, 15, 11, 24]"
97,rbf,1000.0,10.0,,100,"[46, 15, 11, 24]"
98,rbf,1000.0,10.0,,150,"[46, 15, 11, 24]"
99,poly,1000.0,10.0,2,50,"[45, 16, 11, 24]"
100,poly,1000.0,10.0,2,100,"[45, 16, 11, 24]"
101,poly,1000.0,10.0,2,150,"[45, 16, 11, 24]"
102,poly,1000.0,10.0,3,50,"[45, 16, 11, 24]"
103,poly,1000.0,10.0,3,100,"[44, 17, 11, 24]"
104,poly,1000.0,10.0,3,150,"[44, 17, 11, 24]"
