,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
44,linear,10.0,,,150,"[48, 13, 11, 23]"
45,rbf,10.0,1,,50,"[49, 12, 9, 25]"
46,rbf,10.0,1,,100,"[49, 12, 9, 25]"
47,rbf,10.0,1,,150,"[49, 12, 9, 25]"
48,poly,10.0,1,2,50,"[47, 14, 9, 25]"
49,poly,10.0,1,2,100,"[47, 14, 9, 25]"
50,poly,10.0,1,2,150,"[48, 13, 9, 25]"
51,poly,10.0,1,3,50,"[48, 13, 9, 25]"
52,poly,10.0,1,3,100,"[48, 13, 9, 25]"
53,poly,10.0,1,3,150,"[48, 13, 9, 25]"
54,rbf,10.0,10.0,,50,"[49, 12, 10, 24]"
55,rbf,10.0,10.0,,100,"[49, 12, 10, 24]"
56,rbf,10.0,10.0,,150,"[49, 12, 9, 25]"
57,poly,10.0,10.0,2,50,"[47, 14, 9, 25]"
58,poly,10.0,10.0,2,100,"[47, 14, 9, 25]"
59,poly,10.0,10.0,2,150,"[48, 13, 9, 25]"
60,poly,10.0,10.0,3,50,"[48, 13, 9, 25]"
61,poly,10.0,10.0,3,100,"[48, 13, 9, 25]"
62,poly,10.0,10.0,3,150,"[48, 13, 9, 25]"
63,linear,100.0,,,50,"[49, 12, 10, 24]"
64,linear,100.0,,,100,"[48, 13, 11, 23]"
65,linear,100.0,,,150,"[48, 13, 11, 23]"
66,rbf,100.0,1,,50,"[49, 12, 9, 25]"
67,rbf,100.0,1,,100,"[49, 12, 9, 25]"
68,rbf,100.0,1,,150,"[49, 12, 9, 25]"
69,poly,100.0,1,2,50,"[48, 13, 9, 25]"
70,poly,100.0,1,2,100,"[48, 13, 9, 25]"
71,poly,100.0,1,2,150,"[48, 13, 9, 25]"
72,poly,100.0,1,3,50,"[48, 13, 9, 25]"
73,poly,100.0,1,3,100,"[48, 13, 9, 25]"
74,poly,100.0,1,3,150,"[48, 13, 9, 25]"
75,rbf,100.0,10.0,,50,"[49, 12, 10, 24]"
76,rbf,100.0,10.0,,100,"[49, 12, 10, 24]"
77,rbf,100.0,10.0,,150,"[49, 12, 9, 25]"
78,poly,100.0,10.0,2,50,"[47, 14, 9, 25]"
79,poly,100.0,10.0,2,100,"[47, 14, 9, 25]"
80,poly,100.0,10.0,2,150,"[47, 14, 9, 25]"
81,poly,100.0,10.0,3,50,"[48, 13, 9, 25]"
82,poly,100.0,10.0,3,100,"[48, 13, 9, 25]"
83,poly,100.0,10.0,3,150,"[48, 13, 9, 25]"
84,linear,1000.0,,,50,"[52, 9, 13, 21]"
85,linear,1000.0,,,100,"[51, 10, 14, 20]"
86,linear,1000.0,,,150,"[51, 10, 14, 20]"
87,rbf,1000.0,1,,50,"[49, 12, 9, 25]"
88,rbf,1000.0,1,,100,"[49, 12, 9, 25]"
89,rbf,1000.0,1,,150,"[49, 12, 9, 25]"
90,poly,1000.0,1,2,50,"[47, 14, 9, 25]"
91,poly,1000.0,1,2,100,"[47, 14, 9, 25]"
92,poly,1000.0,1,2,150,"[47, 14, 9, 25]"
93,poly,1000.0,1,3,50,"[48, 13, 9, 25]"
94,poly,1000.0,1,3,100,"[48, 13, 9, 25]"
95,poly,1000.0,1,3,150,"[48, 13, 9, 25]"
96,rbf,1000.0,10.0,,50,"[49, 12, 10, 24]"
97,rbf,1000.0,10.0,,100,"[49, 12, 10, 24]"
98,rbf,1000.0,10.0,,150,"[49, 12, 9, 25]"
99,poly,1000.0,10.0,2,50,"[48, 13, 9, 25]"
100,poly,1000.0,10.0,2,100,"[47, 14, 9, 25]"
101,poly,1000.0,10.0,2,150,"[47, 14, 9, 25]"
102,poly,1000.0,10.0,3,50,"[48, 13, 9, 25]"
103,poly,1000.0,10.0,3,100,"[48, 13, 9, 25]"
104,poly,1000.0,10.0,3,150,"[48, 13, 9, 25]"
