,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
18,poly,0.1,10.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
19,poly,0.1,10.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
20,poly,0.1,10.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
21,linear,1.0,,,50,"[49, 13, 7, 27]","[45, 16, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[43, 18, 9, 25]"
22,linear,1.0,,,100,"[49, 13, 7, 27]","[46, 15, 10, 25]","[44, 17, 9, 26]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[39, 22, 7, 27]","[43, 18, 9, 25]"
23,linear,1.0,,,150,"[49, 13, 7, 27]","[46, 15, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[44, 17, 9, 25]"
24,rbf,1.0,1.0,,50,"[49, 13, 8, 26]","[49, 12, 11, 24]","[45, 16, 12, 23]","[53, 8, 9, 26]","[46, 15, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 11, 23]","[44, 17, 10, 24]"
25,rbf,1.0,1.0,,100,"[49, 13, 8, 26]","[49, 12, 11, 24]","[45, 16, 12, 23]","[53, 8, 9, 26]","[47, 14, 8, 26]","[47, 14, 12, 22]","[44, 17, 7, 27]","[51, 10, 13, 21]","[42, 19, 13, 21]","[44, 17, 10, 24]"
26,rbf,1.0,1.0,,150,"[48, 14, 8, 26]","[49, 12, 11, 24]","[45, 16, 12, 23]","[53, 8, 9, 26]","[46, 15, 8, 26]","[47, 14, 12, 22]","[44, 17, 7, 27]","[51, 10, 13, 21]","[42, 19, 13, 21]","[44, 17, 10, 24]"
27,poly,1.0,1.0,2.0,50,"[50, 12, 7, 27]","[49, 12, 9, 26]","[45, 16, 11, 24]","[53, 8, 6, 29]","[48, 13, 6, 28]","[46, 15, 12, 22]","[44, 17, 7, 27]","[51, 10, 14, 20]","[41, 20, 11, 23]","[45, 16, 9, 25]"
28,poly,1.0,1.0,2.0,100,"[49, 13, 7, 27]","[49, 12, 9, 26]","[45, 16, 11, 24]","[53, 8, 6, 29]","[47, 14, 6, 28]","[47, 14, 10, 24]","[44, 17, 8, 26]","[51, 10, 13, 21]","[41, 20, 11, 23]","[45, 16, 9, 25]"
29,poly,1.0,1.0,2.0,150,"[49, 13, 7, 27]","[46, 15, 9, 26]","[45, 16, 11, 24]","[53, 8, 6, 29]","[47, 14, 6, 28]","[47, 14, 10, 24]","[44, 17, 8, 26]","[51, 10, 13, 21]","[41, 20, 11, 23]","[45, 16, 9, 25]"
30,poly,1.0,1.0,3.0,50,"[48, 14, 7, 27]","[48, 13, 12, 23]","[44, 17, 11, 24]","[52, 9, 8, 27]","[43, 18, 8, 26]","[45, 16, 14, 20]","[44, 17, 7, 27]","[50, 11, 12, 22]","[38, 23, 11, 23]","[43, 18, 10, 24]"
31,poly,1.0,1.0,3.0,100,"[48, 14, 7, 27]","[45, 16, 12, 23]","[43, 18, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[46, 15, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
32,poly,1.0,1.0,3.0,150,"[47, 15, 7, 27]","[44, 17, 12, 23]","[42, 19, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[46, 15, 12, 22]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
33,rbf,1.0,10.0,,50,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
34,rbf,1.0,10.0,,100,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
35,rbf,1.0,10.0,,150,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[45, 16, 11, 23]"
36,poly,1.0,10.0,2.0,50,"[49, 13, 7, 27]","[44, 17, 9, 26]","[44, 17, 11, 24]","[53, 8, 9, 26]","[46, 15, 6, 28]","[47, 14, 11, 23]","[44, 17, 7, 27]","[51, 10, 14, 20]","[41, 20, 13, 21]","[43, 18, 10, 24]"
37,poly,1.0,10.0,2.0,100,"[47, 15, 7, 27]","[44, 17, 9, 26]","[45, 16, 12, 23]","[53, 8, 9, 26]","[46, 15, 6, 28]","[47, 14, 11, 23]","[44, 17, 7, 27]","[51, 10, 13, 21]","[40, 21, 11, 23]","[44, 17, 10, 24]"
38,poly,1.0,10.0,2.0,150,"[47, 15, 7, 27]","[44, 17, 11, 24]","[44, 17, 12, 23]","[53, 8, 9, 26]","[46, 15, 6, 28]","[47, 14, 11, 23]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 13, 21]","[43, 18, 10, 24]"
39,poly,1.0,10.0,3.0,50,"[45, 17, 7, 27]","[46, 15, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
40,poly,1.0,10.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
41,poly,1.0,10.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
42,linear,10.0,,,50,"[49, 13, 7, 27]","[45, 16, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[43, 18, 9, 25]"
43,linear,10.0,,,100,"[49, 13, 7, 27]","[46, 15, 10, 25]","[44, 17, 9, 26]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[39, 22, 7, 27]","[43, 18, 9, 25]"
44,linear,10.0,,,150,"[49, 13, 7, 27]","[46, 15, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[44, 17, 9, 25]"
45,rbf,10.0,1.0,,50,"[47, 15, 7, 27]","[49, 12, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 12, 22]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[43, 18, 10, 24]"
46,rbf,10.0,1.0,,100,"[47, 15, 7, 27]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
47,rbf,10.0,1.0,,150,"[46, 16, 8, 26]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
48,poly,10.0,1.0,2.0,50,"[49, 13, 7, 27]","[48, 13, 9, 26]","[44, 17, 12, 23]","[53, 8, 6, 29]","[47, 14, 6, 28]","[46, 15, 12, 22]","[44, 17, 7, 27]","[51, 10, 14, 20]","[41, 20, 11, 23]","[45, 16, 9, 25]"
49,poly,10.0,1.0,2.0,100,"[49, 13, 7, 27]","[48, 13, 9, 26]","[45, 16, 12, 23]","[53, 8, 6, 29]","[46, 15, 6, 28]","[47, 14, 11, 23]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 11, 23]","[44, 17, 9, 25]"
50,poly,10.0,1.0,2.0,150,"[48, 14, 7, 27]","[48, 13, 9, 26]","[44, 17, 12, 23]","[53, 8, 6, 29]","[47, 14, 6, 28]","[47, 14, 11, 23]","[44, 17, 7, 27]","[51, 10, 13, 21]","[40, 21, 11, 23]","[44, 17, 9, 25]"
51,poly,10.0,1.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
52,poly,10.0,1.0,3.0,100,"[45, 17, 7, 27]","[46, 15, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
53,poly,10.0,1.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
54,rbf,10.0,10.0,,50,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
55,rbf,10.0,10.0,,100,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
56,rbf,10.0,10.0,,150,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[45, 16, 11, 23]"
57,poly,10.0,10.0,2.0,50,"[47, 15, 7, 27]","[47, 14, 10, 25]","[42, 19, 12, 23]","[52, 9, 5, 30]","[46, 15, 6, 28]","[46, 15, 9, 25]","[43, 18, 6, 28]","[50, 11, 14, 20]","[41, 20, 9, 25]","[41, 20, 9, 25]"
58,poly,10.0,10.0,2.0,100,"[48, 14, 5, 29]","[47, 14, 9, 26]","[41, 20, 11, 24]","[52, 9, 8, 27]","[44, 17, 6, 28]","[46, 15, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 9, 25]","[42, 19, 9, 25]"
59,poly,10.0,10.0,2.0,150,"[48, 14, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[52, 9, 8, 27]","[44, 17, 6, 28]","[45, 16, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 9, 25]","[41, 20, 9, 25]"
60,poly,10.0,10.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
61,poly,10.0,10.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
62,poly,10.0,10.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
63,linear,100.0,,,50,"[49, 13, 7, 27]","[45, 16, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[43, 18, 9, 25]"
64,linear,100.0,,,100,"[49, 13, 7, 27]","[46, 15, 10, 25]","[44, 17, 9, 26]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[39, 22, 7, 27]","[43, 18, 9, 25]"
65,linear,100.0,,,150,"[49, 13, 7, 27]","[46, 15, 10, 25]","[43, 18, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 12, 22]","[40, 21, 7, 27]","[44, 17, 9, 25]"
66,rbf,100.0,1.0,,50,"[47, 15, 7, 27]","[49, 12, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 12, 22]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[43, 18, 10, 24]"
67,rbf,100.0,1.0,,100,"[47, 15, 7, 27]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
68,rbf,100.0,1.0,,150,"[46, 16, 8, 26]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
69,poly,100.0,1.0,2.0,50,"[47, 15, 7, 27]","[43, 18, 11, 24]","[44, 17, 11, 24]","[53, 8, 9, 26]","[46, 15, 6, 28]","[46, 15, 11, 23]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 13, 21]","[42, 19, 10, 24]"
70,poly,100.0,1.0,2.0,100,"[47, 15, 7, 27]","[44, 17, 11, 24]","[45, 16, 11, 24]","[53, 8, 9, 26]","[46, 15, 6, 28]","[46, 15, 10, 24]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 13, 21]","[42, 19, 10, 24]"
71,poly,100.0,1.0,2.0,150,"[47, 15, 7, 27]","[44, 17, 11, 24]","[45, 16, 11, 24]","[53, 8, 9, 26]","[46, 15, 6, 28]","[46, 15, 10, 24]","[44, 17, 7, 27]","[51, 10, 13, 21]","[41, 20, 13, 21]","[43, 18, 10, 24]"
72,poly,100.0,1.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[43, 18, 10, 24]"
73,poly,100.0,1.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
74,poly,100.0,1.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
75,rbf,100.0,10.0,,50,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
76,rbf,100.0,10.0,,100,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[44, 17, 10, 24]"
77,rbf,100.0,10.0,,150,"[48, 14, 9, 25]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 11, 24]","[44, 17, 8, 26]","[47, 14, 13, 21]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[45, 16, 11, 23]"
78,poly,100.0,10.0,2.0,50,"[48, 14, 7, 27]","[49, 12, 9, 26]","[41, 20, 11, 24]","[52, 9, 6, 29]","[44, 17, 6, 28]","[45, 16, 9, 25]","[43, 18, 6, 28]","[49, 12, 14, 20]","[41, 20, 9, 25]","[41, 20, 10, 24]"
79,poly,100.0,10.0,2.0,100,"[47, 15, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[52, 9, 5, 30]","[44, 17, 6, 28]","[47, 14, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 8, 26]","[41, 20, 10, 24]"
80,poly,100.0,10.0,2.0,150,"[48, 14, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[52, 9, 6, 29]","[44, 17, 6, 28]","[47, 14, 10, 24]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 8, 26]","[41, 20, 10, 24]"
81,poly,100.0,10.0,3.0,50,"[45, 17, 7, 27]","[47, 14, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[43, 18, 8, 26]","[44, 17, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
82,poly,100.0,10.0,3.0,100,"[45, 17, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 11, 23]","[44, 17, 7, 27]","[50, 11, 12, 22]","[39, 22, 11, 23]","[44, 17, 10, 24]"
83,poly,100.0,10.0,3.0,150,"[44, 18, 7, 27]","[45, 16, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[45, 16, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[40, 21, 13, 21]","[43, 18, 10, 24]"
84,linear,1000.0,,,50,"[52, 10, 10, 24]","[46, 15, 10, 25]","[41, 20, 8, 27]","[54, 7, 7, 28]","[48, 13, 7, 27]","[47, 14, 9, 25]","[43, 18, 8, 26]","[49, 12, 17, 17]","[38, 23, 7, 27]","[43, 18, 9, 25]"
85,linear,1000.0,,,100,"[52, 10, 12, 22]","[46, 15, 10, 25]","[41, 20, 8, 27]","[54, 7, 6, 29]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 14, 20]","[40, 21, 7, 27]","[44, 17, 9, 25]"
86,linear,1000.0,,,150,"[52, 10, 10, 24]","[46, 15, 10, 25]","[43, 18, 8, 27]","[54, 7, 6, 29]","[48, 13, 7, 27]","[47, 14, 11, 23]","[43, 18, 8, 26]","[49, 12, 14, 20]","[40, 21, 7, 27]","[44, 17, 9, 25]"
87,rbf,1000.0,1.0,,50,"[47, 15, 7, 27]","[49, 12, 12, 23]","[44, 17, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 12, 22]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 13, 21]","[43, 18, 10, 24]"
88,rbf,1000.0,1.0,,100,"[47, 15, 7, 27]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
89,rbf,1000.0,1.0,,150,"[46, 16, 8, 26]","[49, 12, 12, 23]","[45, 16, 12, 23]","[52, 9, 8, 27]","[44, 17, 8, 26]","[47, 14, 10, 24]","[44, 17, 7, 27]","[50, 11, 12, 22]","[42, 19, 11, 23]","[43, 18, 10, 24]"
90,poly,1000.0,1.0,2.0,50,"[47, 15, 7, 27]","[47, 14, 11, 24]","[41, 20, 11, 24]","[52, 9, 7, 28]","[44, 17, 6, 28]","[46, 15, 7, 27]","[43, 18, 6, 28]","[49, 12, 14, 20]","[41, 20, 9, 25]","[41, 20, 9, 25]"
91,poly,1000.0,1.0,2.0,100,"[47, 15, 5, 29]","[44, 17, 9, 26]","[41, 20, 11, 24]","[53, 8, 6, 29]","[44, 17, 6, 28]","[46, 15, 9, 25]","[43, 18, 6, 28]","[49, 12, 13, 21]","[40, 21, 9, 25]","[41, 20, 9, 25]"
